"Label","Description","Modality","Measurement","Atlas","rsf.pipeline"
"T1w_mean_right_transverse_temporal","Transverse Temporal Gyrus","T1 DiReCT thickness processing","Mean Intensity","ANTs",NA
"T2Flair_flair_mean","Unknown Core: flair","Flair","Mean Intensity","ANTs",NA
"T2Flair_WMH_probability_map_mean","Unknown Core: wmh probability map","Flair","Mean Intensity","ANTs",NA
"T2Flair_WMH_posterior_probability_map_mean","Unknown Core: wmh posterior probability map","Flair","Mean Intensity","ANTs",NA
"T2Flair_wmh_mass","Unknown Core: wmh mass","Flair","Unknown","ANTs",NA
"T2Flair_wmh_mass_prior","Unknown Core: wmh mass prior","Flair","Unknown","ANTs",NA
"T2Flair_wmh_evr","Unknown Core: wmh","Flair","Explained Variance Ratio","ANTs",NA
"rsfMRI_fcnxpro134_paramset","Unknown Core: paramset","restingStatefMRI","Unknown","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_upsampling","Unknown Core: upsampling","restingStatefMRI","Unknown","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_meanBold_mean","Unknown Core: meanbold","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_TempPar_mean","Temporo-Parietal","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_DefaultC_mean","Default Mode Network C","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_DefaultB_mean","Default Mode Network B","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_DefaultA_mean","Default Mode Network A","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_ContC_mean","Frontoparietal Control Network C","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_ContB_mean","Frontoparietal Control Network B","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_ContA_mean","Frontoparietal Control Network A","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_LimbicA_mean","Limbic Network A","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_LimbicB_mean","Limbic Network B","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_SalVentAttnB_mean","Salience/Ventral Attention Network B","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_SalVentAttnA_mean","Salience/Ventral Attention Network A","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_DorsAttnB_mean","Dorsal Attention Network B","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_DorsAttnA_mean","Dorsal Attention Network A","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_SomMotB_mean","Somatomotor Network B","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_SomMotA_mean","Somatomotor Network A","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_VisPeri_mean","Visual Network Peripheral","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_VisCent_mean","Visual Network Central","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_Striatum_mean","Striatal Network","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_Dopamine_mean","Dopaminergic Network","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_CITLimbic_mean","CIT Atlas Limbic Network","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_BasalGanglia_mean","Basal Ganglia Network","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_MidBrain_mean","Midbrain","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_fmri_template_mean","Unknown Core: fmri template","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_brainmask_mean","Unknown Core: brainmask","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_gmmask_mean","Unknown Core: gmmask","restingStatefMRI","Mean Intensity","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alff_mean","Unknown Core: mean","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alff_sd","Unknown Core: sd","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falff_mean","Unknown Core: mean","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falff_sd","Unknown Core: sd","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint000_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint000_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint000_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint001_STleft","Superior Temporal Gyrus","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint001_STleft","Superior Temporal Gyrus","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint001_STleft","Superior Temporal Gyrus","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint002_STleft","Superior Temporal Gyrus","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint002_STleft","Superior Temporal Gyrus","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint002_STleft","Superior Temporal Gyrus","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint003_TempOccleft","Temporo-Occipital","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint003_TempOccleft","Temporo-Occipital","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint003_TempOccleft","Temporo-Occipital","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint004_Templeft","Unknown Core: temp","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint004_Templeft","Unknown Core: temp","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint004_Templeft","Unknown Core: temp","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint005_Templeft","Unknown Core: temp","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint005_Templeft","Unknown Core: temp","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint005_Templeft","Unknown Core: temp","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint006_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint006_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint006_ExStrInfleft","Unknown Core: exstrinf","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint007_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint007_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint007_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint008_PHCleft","Parahippocampal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint008_PHCleft","Parahippocampal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint008_PHCleft","Parahippocampal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint009_PHCleft","Parahippocampal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint009_PHCleft","Parahippocampal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint009_PHCleft","Parahippocampal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint010_PHCleft","Parahippocampal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint010_PHCleft","Parahippocampal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint010_PHCleft","Parahippocampal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint011_RSCleft","Unknown Core: rsc","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint011_RSCleft","Unknown Core: rsc","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint011_RSCleft","Unknown Core: rsc","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint012_RSCleft","Unknown Core: rsc","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint012_RSCleft","Unknown Core: rsc","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint012_RSCleft","Unknown Core: rsc","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint013_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint013_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint013_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint014_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint014_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint014_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint015_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint015_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint015_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint016_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint016_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint016_IPLleft","Inferior Parietal Lobule","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint017_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint017_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint017_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint018_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint018_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint018_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint019_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint019_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint019_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint020_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint020_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint020_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint021_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint021_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint021_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint022_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint022_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint022_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint023_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint023_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint023_PFCdleft","Dorsal Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint024_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint024_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_perafPoint024_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Percent Absolute Fluctuation","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_falffPoint025_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Fractional Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
"rsfMRI_fcnxpro134_alffPoint025_PFClleft","Lateral Prefrontal Cortex","restingStatefMRI","Amplitude of Low Frequency Fluctuations","power peterson fMRI meta-analyses","134"
